,Text,Label,Clean Text
9599,@user The guy who doesn’t watch wrestling will have no idea who he is. ,0, user guy doesnt watch wrestling idea 
9600,.@USER just picked up my @user post on gun confiscation.  This is the history of gun control your high school and college history classes will NEVER tell you about.   ,0, user picked user post gun confiscation  history gun control high school college history class never tell   
9601,@user @user I've friended Zerin on FB since before she left Bangladesh.  She is a bright young lady. ,0, user user ive friended zerin fb since left bangladesh  bright young lady 
9602,"@user She is like one of those bag ladies"""" you see on the street or a bus, mumbling, cursing out loud, talking to herself or anyone that will listen. Please, GO AWAY! ",0, user like one bag lady see street bus mumbling cursing loud talking anyone listen please go away 
9603,@user Maybe it's because you are special 😊😊😊😊 ,0, user maybe special  
9604,@user 3) this appointment has been commonly know for 6 months minimum .But now when the left has nothing else to throw at him she suddenly speaks up.  4) This individual is a antifa supporting liberal collage professor . Continued... ,0, user  appointment commonly know  month minimum left nothing else throw suddenly speaks   individual antifa supporting liberal collage professor  continued 
9605,Sean Spicer and Donald Trump in happier times.  #MAGA #TheResistance #MondayMotivation ,0, sean spicer donald trump happier time  maga theresistance mondaymotivation 
9606,@user Am I an ass or is it kinda weird Char wore a shirt to wrestle the lesbian? I’m joking....but not really ,1, user as kinda weird char wore shirt wrestle lesbian im jokingbut really 
9607,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user You have got to learn how to let go of the past you are living in a new millennium. ,0, user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user got learn let go past living new millennium 
9608,@user Antifa simply wants us to kill them. By the way. Most of us carry a back up. And a knife ,1, user antifa simply want u kill way u carry back knife 
9609,@user Yes he is and it's giving a Good View ,0, user yes giving good view 
9610,.@USER used his #LDConf2018 speech to spell out the issues facing Britain and how they can be overcome without resorting to the populism of @user and the @user The @user are the only party who #DemandBetter for Britain ,0, user used ldconf speech spell issue facing britain overcome without resorting populism user user user party demandbetter britain 
9611,@user In 2010 the Conservatives cut annual funding to build social housing by £2.5bn. Today Theresa May announced an extra £2bn to build social housing.... spread over the next 10 years! So by 2028 it’ll be a £33bn cut since 2010 instead of £35bn. I despair!! ,0, user  conservative cut annual funding build social housing bn today theresa may announced extra bn build social housing spread next  year  itll bn cut since  instead bn despair 
9612,@user Why are you telling them to not do this? I encourage Antifa shits to try this and get dropped. Less of them the better. ,1, user telling encourage antifa shit try get dropped le better 
9613,"..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out."""" Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears."""" ",1, understand black life matter fight global warming demand gun control safeguard roe v wade course marshal force throw bum save s used welfare billionaire medicare cover everything worry fear 
9614,@user And a new knife ,0, user new knife 
9615,"@user @user @user @user @user Antifa is always igniting fighting and violence with the right, therefore they are YOU! BLM is mostly"""" peaceful? Are you kidding me? Do your research! Geez ",0, user user user user user antifa always igniting fighting violence right therefore blm mostly peaceful kidding research geez 
9616,@user He also said he had a gatlin gun and niggas that sit on the corner like boxers between rounds ,1, user also said gatlin gun nigga sit corner like boxer round 
9617,c1900 6vols Tales from Blackwood Third Series Short Stories Maga Magazine Cowper ,0, c vols tale blackwood third series short story maga magazine cowper 
9618,"@user Hahahahahaha......Said the idiot @user who handed over billions to the Iranians in what was likely the worst deal in the history of US foreign policy.... You are the poster child for someone not qualified to do a job""""...."""" ",1, user hahahahahahasaid idiot user handed billion iranian likely worst deal history u foreign policy poster child someone qualified job 
9619,#stopthebias  against #Conservative #Republican #Trump #Freespeech supporters coming against #twitter ban. To slow down #liberals reporting us is to have a few million of us to report in big numbers to keep Twitter so busy the the liberals complaining be losted in the traffic ,0, stopthebias  conservative republican trump freespeech supporter coming twitter ban slow liberal reporting u million u report big number keep twitter busy liberal complaining losted traffic 
9620,Our only option to                     SAVE our Country...            ♥️🇺🇸⭐️🇺🇸⭐️🇺🇸♥️  Is to NEVER stop                      FIGHTING for her...           ♥️ Vote MAGA Red ♥️ ,0, option                     save country              never stop                      fighting            vote maga red  
9621,@user @user YOU ARE WELCOMEEEE! I also love your other song! You deserve an Island :D ,0, user user welcomeeee also love song deserve island 
9622,@user I'm responding with a fact. You are totally unfamiliar with how Harper government incentives and it's laughable that you're saying that. You know what you can have your check mate. I give it to you. ,0, user im responding fact totally unfamiliar harper government incentive laughable youre saying know check mate give 
9623,"@user Probably worth noting that the vast majority of the privileged voters"""" she is so nauseated by are overwhelmingly Seattle liberals...Guess they just aren't pure enough for some..."""" ",0, user probably worth noting vast majority privileged voter nauseated overwhelmingly seattle liberalsguess arent pure enough 
9624,@user @user People like you are the greatest campaign tools conservatives have. Thanks for your service to the #LoonyLeft! ,0, user user people like greatest campaign tool conservative thanks service loonyleft 
9625,@user Hollywood is so out of touch. ,0, user hollywood touch 
9626,@user The one thing mr Morrison has achieved is to demonstrate how unsuitable he is to the role. ,0, user one thing mr morrison achieved demonstrate unsuitable role 
9627,NEVER. STOP. WINNING.  #QAnon #MAGA #WWG1WGA #Winning  @user @user @user @user @user @user @user ,0, never stop winning  qanon maga wwgwga winning  user user user user user user user 
9628,@user @user Debate moving on to the streets is a side effect of media/MPs failing to address questions they need to answer &amp; the violence frequently stems from the thuggish #antifa mobs who oppose these issues being aired. What are your answers to questions here? ,0, user user debate moving street side effect mediamps failing address question need answer amp violence frequently stem thuggish antifa mob oppose issue aired answer question 
9629,@user Well you are picking the wrong ones ,0, user well picking wrong one 
9630,Remind me again why exactly there's a lingerie store next to a krav maga dojo ,0, remind exactly there lingerie store next krav maga dojo 
9631,@user @user for your encore say that every other western country that’s all but eliminated mass shootings through effective gun control are lying too... it would be fitting ,1, user user encore say every western country thats eliminated mass shooting effective gun control lying would fitting 
9632,@user @user This B**ch Behar needs to shut that big ugly hole on her face and think about the fact she's not giving Kavanaugh or his family the benefit of their rights as citizens. In her fat head they're guilty bc they're Conservatives. Behar needs a muzzle around decent people. HRC clone. ,1, user user bch behar need shut big ugly hole face think fact shes giving kavanaugh family benefit right citizen fat head theyre guilty bc theyre conservative behar need muzzle around decent people hrc clone 
9633,@user @user @user @user @user @user @user You will never get a straight answer from any gun control group on a question like that! ,0, user user user user user user user never get straight answer gun control group question like 
9634,@user He looks like he’s been sucking on a lemon before he goes into those hearings. ,1, user look like he sucking lemon go hearing 
9635,@user Yea. He is not a fan. He will run the score up if he can ,0, user yea fan run score 
9636,"@user @user Fair enough. Save your breath for crying for help, when reality will hit you, as it always does to libertarians &amp; conservatives""""."""" ",0, user user fair enough save breath cry help reality hit always libertarian amp conservative 
9637,@user I would be worse than her licking that ass ,1, user would worse licking as 
9638,@user @user He's been trashing all along even to our allies. ,1, user user he trashing along even ally 
9639,@user I experience this very same problem. I like to think I am suffering from anti-pernickety bastard disorder. ,1, user experience problem like think suffering antipernickety bastard disorder 
9640,"@user Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"""". ",1, user paris terror attack brought eric holder behalf obama administration oh gun control 
9641,@user @user @user @user @user What's the difference between these two extreme right-wing Conservatives? Hint: Only one of them is acting being a B'Stard. ,0, user user user user user whats difference two extreme rightwing conservative hint one acting bstard 
9642,@user She's sexy as hell and tough too👍👍👍👍 ,0, user shes sexy hell tough 
9643,19 tourists shot dead in Nevada with 12-gauge sawed-off Savage Stevens 311D. The NRA calls gun control research 'unethical'. ,0,  tourist shot dead nevada gauge sawedoff savage stevens nra call gun control research unethical 
9644,@user Just reading this gives me anxiety about having anxiety. But it really does suck and takes more than sheer will power to overcome. Don't be afraid to seek help and ask your doctor if you need medication. There is no shame in it. ,0, user reading give anxiety anxiety really suck take sheer power overcome dont afraid seek help ask doctor need medication shame 
9645,@user I have a friend who has been saying that for the past few years. You are setting yourself up for disappointment ,0, user friend saying past year setting disappointment 
9646,@user @user @user @user Im not saying he is racist.. Im saying he made a mistake. And she is only half Japanese. Her father is Haitian so she is half / half if we being true! ,0, user user user user im saying racist im saying made mistake half japanese father haitian half  half true 
9647,@user @user is checking their privilege!  #RightSideOfHistory #BigTech ,0, user user checking privilege  rightsideofhistory bigtech 
9648,@user God is so good! ,0, user god good 
9649,@user @user @user oh!!! she looks amazing thank u!! 💖 ,0, user user user oh look amazing thank u  
9650,@user God bless you SIR ,0, user god bless sir 
9651,@user @user @user @user @user You are all rapid dog's 🤪 ,1, user user user user user rapid dog  
9652,"@user In Trump world, Your name is Toby, a fine name, now SAY YOUR NAME!!""""  That's what the #maga means to Trumpers!! ",0, user trump world name toby fine name say name  thats maga mean trumpers 
9653,@user Google and Twitter are monopolies. They need to be broken up by the government. ,0, user google twitter monopoly need broken government 
9654,@user @user @user And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once ,1, user user user lying attorney  year old claim know hard liberal look two thing 
9655,@user He is right though... you do have a whiff ,1, user right though whiff 
9656,@user @user nigga thought it was gone a 44 point game??? funny to ya boy ,0, user user nigga thought gone  point game funny ya boy 
9657,@user I see boobs lol 😂😜😘😇 ,1, user see boob lol  
9658,@user @user There are many dumb arguments for gun control but this may be the dumbest and most common. ,1, user user many dumb argument gun control may dumbest common 
9659,"@user I dont think at your job is the place to protest perceived police violence or whatever you are protesting"""". If you really cared go to your local PD and protest there, taking a knee at a ballgame on your job doesnt take guts and only makes you look ignorant."""" ",1, user dont think job place protest perceived police violence whatever protesting really cared go local pd protest taking knee ballgame job doesnt take gut make look ignorant 
9660,@user @user @user You are not going to get it. Grow up. ,0, user user user going get grow 
9661,@user And who gives a shit ,1, user give shit 
9662,10 Signs YOU Are a sales zombie 🧟‍♂️ #marketing #sales #retail #style ,0,  sign sale zombie  marketing sale retail style 
9663,After the twitter purge was over and black nba twitter changed their accounts back from MAGA white folk ,1, twitter purge black nba twitter changed account back maga white folk 
9664,@user @user No one is talking about Trump! What does this tweet have to do with him? You liberals are more obsessed with him than his own supporters. ,0, user user one talking trump tweet liberal obsessed supporter 
9665,@user #Trump gifted the 1% with #GOPTaxScam the biggest wealth grab in modern history yet #trump supporter #dopes prefer to vote against their best interests so perhaps you cannot fix stupid!  #MAGA🇺🇸 ,1, user trump gifted  goptaxscam biggest wealth grab modern history yet trump supporter dope prefer vote best interest perhaps cannot fix stupid  maga 
9666,"@user @user @user @user Antifa are the fascists.  But, since you have been indoctrinated, you probably don't even know what fascism actually is.  Antifa are not fighting neo-Nazis"""".  They are fighting anyone who isn't them, and they call them Nazis just to justify their hate."""" ",0, user user user user antifa fascist  since indoctrinated probably dont even know fascism actually  antifa fighting neonazis  fighting anyone isnt call nazi justify hate 
9667,@user Another terrorist attack not reported by msm ,0, user another terrorist attack reported msm 
9668,@user She is backon twitter ,0, user backon twitter 
9669,@user do u have yuzusft face mod? i want it but i cant dl :o ,0, user u yuzusft face mod want cant dl 
9670,@user @user And your fans keep going back and forth between “it’s not in the report” to “the police or she is lying” ,0, user user fan keep going back forth report police lying 
9671,@user I don't think you know what you're advocating for. And you certainly don't know that saying what you said leads to a bunch of shit you probably wouldn't like whether that's what you meant or not. ,0, user dont think know youre advocating certainly dont know saying said lead bunch shit probably wouldnt like whether thats meant 
9672,@user @user @user Funny thing about these meme maps. South Carolina and Cook county Illinoise have very similar demographics and populations. Cook county has more than twice as many murders as my home state with all that gun control. Start comparing apples to apples... ,0, user user user funny thing meme map south carolina cook county illinoise similar demographic population cook county twice many murder home state gun control start comparing apple apple 
9673,@user @user Thank you random internet person.    Next time I want shit from you I’ll squeeze your head. ,1, user user thank random internet person    next time want shit ill squeeze head 
9674,@user Fake News ,1, user fake news 
9675,"@user @user @user @user @user Christian conservatives don't have an orange god"""".  Neither black, white, green, pink, or any other color.   His name is YAHWEH!!!"""" ",0, user user user user user christian conservative dont orange god  neither black white green pink color   name yahweh 
9676,@user @user has always been regarded as UK’s worst ever PM -  and that’s by the Conservatives. How he can still get his foot in the door in Europe tells you everything you need to now about its bosses. ,0, user user always regarded uk worst ever pm   thats conservative still get foot door europe tell everything need boss 
9677,@user @user @user @user Liars like the Antifa twins you vigorously defend? ,1, user user user user liar like antifa twin vigorously defend 
9678,@user It was a nail biter ,1, user nail biter 
9679,@user A political novice has outshined all of you corrupt establishment politicians.  We voted for him because he can't be bought.  Soros can afford it. ,0, user political novice outshined corrupt establishment politician  voted cant bought  soros afford 
9680,"#Tories #Labour #GE2017 #Conservatives Conservatives will have a huge impact on building the affordable homes that thousands of people across the country desperately need.""""  🗨️ David Orr, Chief Executive of the National H… ",0, tory labour ge conservative conservative huge impact building affordable home thousand people across country desperately need   david orr chief executive national h 
9681,"@user @user Because I knew it would flush out the one Dutch antifa"""" on Twitter. I was feeling lonely."""" ",0, user user knew would flush one dutch antifa twitter feeling lonely 
9682,@user Creepy ,1, user creepy 
9683,@user Bono is a Nono in my house. ,0, user bono nono house 
9684,@user Democrats = Thugs ,1, user democrat  thug 
9685,@user Grew up listening to K.I.D.S shit breaks my heart RIP ,1, user grew listening kid shit break heart rip 
9686,@user @user @user Good for you.. he is bit miss guided for me to follow as the guy to me seems more like an idiot &amp; a crock but if you think that he is perfect even though there is multiple investigations against him whom am I to disagree. I'm still looking for a better role model for America cya ,1, user user user good bit miss guided follow guy seems like idiot amp crock think perfect even though multiple investigation disagree im still looking better role model america cya 
9687,.@USER : 7 Myths of Democratic Socialism Debunked   #MAGA #KAG ,1, user   myth democratic socialism debunked   maga kag 
9688,@user @user The problem is Trump is playing the Dems against the Repubs and he is neither.  Trump is an authoritarian.  To Trump there is no leaning.  His goal is to conjure up hate.  He has been part of America’s under belly his whole life and brought it to the WH. ,1, user user problem trump playing dems repubs neither  trump authoritarian  trump leaning  goal conjure hate  part america belly whole life brought wh 
9689,@user @user It is troubling to me that the top 2 Trump haters are Diane Feinstein &amp; Dick Schumer. The Jewish hatred for this country &amp; Conservatives &amp; Israel  is palpable. I am embarrassed by them. ,0, user user troubling top  trump hater diane feinstein amp dick schumer jewish hatred country amp conservative amp israel  palpable embarrassed 
9690,@user People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control ,0, user people fail understand second amendment purpose protect citizenry government takeover talking gun control 
9691,"@user Did you are aware about the awful management on the Baja Tri Race"""" is happening?"""" ",0, user aware awful management baja tri race happening 
9692,@user I would Starfleet Antifa was here to witness.  RIP ,0, user would starfleet antifa witness  rip 
9693,@user @user @user @user @user @user @user @user @user @user @user Antifa is not anti facsicm.  Just as Jim Jones was no preacher.  That's all I'm saying. ,0, user user user user user user user user user user user antifa anti facsicm  jim jones preacher  thats im saying 
9694,@user so you're Fascists *and* AntiFa? ,0, user youre fascist antifa 
9695,@user Maybe because you’ve provided a play form for hate groups with no criticism or criticism-lite while bashing antifa with zero analysis ,1, user maybe youve provided play form hate group criticism criticismlite bashing antifa zero analysis 
9696,@user Hey Pauly .... when the rest of the countries catch up with USA's environmental policies .. let us know !! ,0, user hey pauly  rest country catch usa environmental policy  let u know  
9697,"@user The Battle Cry"""" by Nova Scotia Girl🇨🇦 #MAGA🇺🇸 and the world will follow! #WWG1WGA🌎🌍🌏 #RedWave2018 🚶‍♀️🚶‍♂️#WalkAway  #Trump2020 Let Freedom Ring WORLDWIDE!! #QAnon ",0, user battle cry nova scotia girl maga world follow wwgwga redwave walkaway  trump let freedom ring worldwide qanon 
9698,@user HE IS IM SO PROUD OF HIM ,0, user im proud 
9699,@user happy birthday dad ily thanks for being the best man you can be and for caring for all of us. we love you and appreciate all that you are and all that you do 🐨🐻 ,0, user happy birthday dad ily thanks best man caring u love appreciate  
9700,@user so many things i’ve created but this right here might be my favorite 😭😭💔💔 ,0, user many thing ive created right might favorite  
9701,@user Liberal Dictionary: -Illegal Immigrants: Dreamers -Trump Supporters: Deplorable -MS-13 Killers: Human Beings -Human Beings in the Womb: Not Human Beings -Antifa: Protestors -Law Abiding NRA Members: Terrorists -Bill Clinton: Feminist -Brett Kavanaugh: Predator ,1, user liberal dictionary illegal immigrant dreamer trump supporter deplorable m killer human being human being womb human being antifa protestors law abiding nra member terrorist bill clinton feminist brett kavanaugh predator 
9702,@user Guess she knows who you are too much like by not watching you 🤷‍♀️ go figure:) have a great night Brett! ,0, user guess know much like watching  go figure great night brett 
9703,@user I like the way she shows her emotions... She is really a Queen of Hearts....@USER  ...Love you ,0, user like way show emotion really queen heartsuser  love 
9704,@user @user @user @user @user @user @user @user @user @user @user Nah they are liberals ,0, user user user user user user user user user user user nah liberal 
9705,@user @user Fake news. Two came forward the rest didn't want to get attacked by liberals. ,0, user user fake news two came forward rest didnt want get attacked liberal 
9706,@user @user @user Well if Osuna did do that than he's the ass. Not really sure why you went there. Are you claiming I punch women? If you are sir you are the asshole and completely wrong. My tweet had nothing to do with Osuna it was a clear fact that Giles punches himself when he sucks. ,1, user user user well osuna he as really sure went claiming punch woman sir asshole completely wrong tweet nothing osuna clear fact giles punch suck 
9707,@user @user yes she is!!!!! ,0, user user yes 
9708,@user Be quiet SheDevil ,1, user quiet shedevil 
9709,@user Lmaooo! He watches videos about different methods. Whole time at the gym he is brushing his hair 🤦🏽‍♀️ ,0, user lmaooo watch video different method whole time gym brushing hair  
9710,@user Somebody gotta blow from here that be on that new wave for niggas to listen too ,0, user somebody gotta blow new wave nigga listen 
9711,@user Liberal Dictionary:  -Illegal Immigrants: Dreamers -Trump Supporters: Deplorables -MS-13 Killers: Human Beings -Human Beings in the Womb: Not Human Beings -Antifa: Protestors -Law Abiding NRA Membbbqers: Terrorists -Bill Clinton: Feminist -Brett Kavanaugh: Predator ,0, user liberal dictionary  illegal immigrant dreamer trump supporter deplorables m killer human being human being womb human being antifa protestors law abiding nra membbbqers terrorist bill clinton feminist brett kavanaugh predator 
9712,@user Agree #transparency #ReleaseTheDocuments #MAGA ,0, user agree transparency releasethedocuments maga 
9713,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user He'd laugh at the modern Antifa ,0, user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user hed laugh modern antifa 
9714,@user Liberals have to sexualize everything. ,0, user liberal sexualize everything 
9715,@user @user You are on the wrong side of gun control but then you already knew that. ,0, user user wrong side gun control already knew 
9716,@user You are awfully quiet.😪 ,0, user awfully quiet 
9717,@user Establishment turd 💩! Conservatives have a much better memory than liberals!! We don’t have eyes full of hypocrisy blinding us!! ,1, user establishment turd  conservative much better memory liberal dont eye full hypocrisy blinding u 
9718,@user This shit is staged. Dude didn’t even hit him ,1, user shit staged dude didnt even hit 
9719,@user This is a guy who weaponized the judicial system and IRS to attack conservatives...this is a guy who couldnt grow the ec onomy over 2 percent...this is a guy who said.  Get used to it...its the new norm  This guy is a moron ,1, user guy weaponized judicial system irs attack conservativesthis guy couldnt grow ec onomy  percentthis guy said  get used itits new norm  guy moron 
9720,@user The cunt who’s 1st EU is doing it ,1, user cunt who st eu 
9721,@user @user @user @user @user @user @user @user @user @user Says the person who refused the idea of having differant views on things? You really are a product of the US system. US antifa-lite. Is your world really that small? ,0, user user user user user user user user user user say person refused idea differant view thing really product u system u antifalite world really small 
9722,@user Too many corrupt evil beings hold govt positions amd/or have too much clout w/the corrupt &amp; evil beings in gvt positions. &amp; the majority all point to the left w/a few fake conservatives in the mix. Why else is Hillary/Obama &amp; their cronies still walking free? ,1, user many corrupt evil being hold govt position amdor much clout wthe corrupt amp evil being gvt position amp majority point left wa fake conservative mix else hillaryobama amp crony still walking free 
9723,@user Eric pay your taxes and go straight to jail. ,0, user eric pay tax go straight jail 
9724,@user It'd thank you more if you accepted sunblock when your wife offers it :p ,0, user itd thank accepted sunblock wife offer p 
9725,@user He's like Meuller Hunted by A Master Sportsman / and the most powerful man in the world / Barry armed Trump Unwittingly with Lethal Force / Barry Never thought Killary would lose / ,0, user he like meuller hunted master sportsman  powerful man world  barry armed trump unwittingly lethal force  barry never thought killary would lose  
9726,@user @user @user And your entire argument ignores th fact that gun control affects law abiding citizens way more that it does criminals. You think they care about background checks? Restrictions? Etc? No. That’s why we call them criminals. ,0, user user user entire argument ignores th fact gun control affect law abiding citizen way criminal think care background check restriction etc thats call criminal 
9727,5 Things You Are NOT Doing But Should Be Doing For Your Blog To Succeed - Did You Think About #3? ,0,  thing blog succeed  think  
9728,Undertaker taking MAGA a bit to seriously smh ,0, undertaker taking maga bit seriously smh 
9729,@user She is absolutely adorable what a good mommy you take good care of her.💞 ,0, user absolutely adorable good mommy take good care 
9730,@user I can't wait to see his MAGA tat across his chest with a picture of Mueller. ,0, user cant wait see maga tat across chest picture mueller 
9731,@user Nah Antifa are good to get killed ,1, user nah antifa good get killed 
9732,@user @user Yes! I got Twitter account just to follow him : ) ,0, user user yes got twitter account follow   
9733,@user @user @user @user @user You guys (conservatives) are too nice. They would destroy you. ,0, user user user user user guy conservative nice would destroy 
9734,@user If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt ,1, user jamie oliver fuck  meal deal tesco ill kill cunt 
9735,@user @user It’s easier for Pod to believe both sides are terrible. Then he doesn’t have to honestly look at the conservatives. ,1, user user easier pod believe side terrible doesnt honestly look conservative 
9736,"@user @user I mean when you think about it that's basically all their ideology boils down to. Conservatives are like Let me do sex crimes on my wife"""" and libertarians are like """"let me do sex crimes on everyone"""""""" ",0, user user mean think thats basically ideology boil conservative like let sex crime wife libertarian like let sex crime everyone 
9737,@user She is 18 😂😂😂 ,0, user   
9738,@user @user He is too decent a man for this day and age. ,0, user user decent man day age 
9739,@user It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind. ,1, user weirdly vicious bitter extrapolate everyone access decent healthcare liberal think criminal free  reveals pretty brutalist impenetrable mind 
9740,@user This guy wants to be a successful producer and he is tweeting stuff like this. ,1, user guy want successful producer tweeting stuff like 
9741,"@user @user @user @user I also understand that it is not an insult but the way Nguni languages are spoken, it can't be Msuthu"""" but has to be """"Umsuthu"""" which in English will loosely translate to """"s(he) is Mosotho"""" and in Sesotho will be """"ke Mosotho"""", can't be """"Muntu"""" but """"Umuntu"""""""" ",0, user user user user also understand insult way nguni language spoken cant msuthu umsuthu english loosely translate mosotho sesotho ke mosotho cant muntu umuntu 
9742,@user @user He is pitiful!  Reason economy is soaring is that he is out of office and President Trump is get rid of his pen and phone regulations!  His legacy is being shattered and he knows it.  His speeches are only about him.  Democrats have no message 😎 vote Republican in November!🇺🇸 ,0, user user pitiful  reason economy soaring office president trump get rid pen phone regulation  legacy shattered know  speech  democrat message  vote republican november 
9743,@user As long as they vote Republican. ,0, user long vote republican 
9744,@user @user You will want to be in my bunker one day and you are not invited. I am THE ANTI-ANTIFA! ,0, user user want bunker one day invited antiantifa 
9745,@user War on conservatism: #Antifa ,0, user war conservatism antifa 
9746,@user Bad behavior like that is never acceptable. ,1, user bad behavior like never acceptable 
9747,"@user Report @user to @user Be sure to check his Lists"""" to see if your name is on it. He's compiled a Target List for Antifa....accompanied by a Subscriber list. ....targeting Trump supporters for Antifa."""" ",0, user report user user sure check list see name he compiled target list antifaaccompanied subscriber list targeting trump supporter antifa 
9748,@user Agreed. If she is telling the truth. And thats a mighty BIG IF.  I was sexually assaulted over 35 years ago and remember everything about the incident. Everything. ,0, user agreed telling truth thats mighty big  sexually assaulted  year ago remember everything incident everything 
9749,@user You are sharper in retirement. ,0, user sharper retirement 
9750,"#NazisAreBad Their programs called for the nationalization of education, health care, transportation, and other major industries. They instituted and vigorously enforced a strict gun control regimen. They encouraged pornography, illegitimacy, and abortion,..."""" (3)"""" ",1, nazisarebad program called nationalization education health care transportation major industry instituted vigorously enforced strict gun control regimen encouraged pornography illegitimacy abortion  
9751,"@user @user @user I suppose if the anti-Trumps had accepted their loss with grace, did some soul searching and worked to draw voters, then the animosity wouldn't exist. Instead, pussy hats, Antifa, Trump supporters=Nazis, the resistance,"""" impeachement...we acknowledge your animus and return it."""" ",0, user user user suppose antitrumps accepted loss grace soul searching worked draw voter animosity wouldnt exist instead pussy hat antifa trump supportersnazis resistance impeachementwe acknowledge animus return 
9752,@user Ooooo Damn! Looks like a Rainbow! All Pretty And Shit! ,1, user ooooo damn look like rainbow pretty shit 
9753,@user Hogg 💩 ,0, user hogg  
9754,@user When will you and the rest of the #MSM go after #KeithEllison and the reports of abuse about him?..seem like you guys have 2 standards when it come to covering harassment claims against Liberals (ignore or downplay) then Conservatives (24/7 coverage assuming guilt right away).. ,0, user rest msm go keithellison report abuse himseem like guy  standard come covering harassment claim liberal ignore downplay conservative  coverage assuming guilt right away 
9755,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I notified Twitter last night of my tweets not being seen &amp; I can’t see many of my follower’s tweets. Also while @user was testifying last week in the senate my QFD ban suddenly disappeared. Minute my tweets steer towards politics NOTHING goes through! ,0, user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user user notified twitter last night tweet seen amp cant see many follower tweet also user testifying last week senate qfd ban suddenly disappeared minute tweet steer towards politics nothing go 
9756,@user you and me both!! #chatterbox ,0, user chatterbox 
9757,@user Dont be that guy.  Whoops.  Too late.  You are that guy.  Unfollowed... ,0, user dont guy  whoop  late  guy  unfollowed 
9758,#KavanaughConfirmationHearings Crazy Dick Durbin using the confirmation hearings to try and push gun control. He is using this hearing to make speeches and push an agenda. The whole thing has been a circus of Democrats pushing an agenda while vowing to vote no on confirmation. ,1, kavanaughconfirmationhearings crazy dick durbin using confirmation hearing try push gun control using hearing make speech push agenda whole thing circus democrat pushing agenda vowing vote confirmation 
9759,@user @user Congrats on your bravery ,0, user user congrats bravery 
9760,@user @user @user @user @user The idea that capitalists like competition is a joke.  Capitalists like nothing more than a government-sanctioned monopoly on an essential public service; if they didn't then they'd spend less time lobbying the British government. ,0, user user user user user idea capitalist like competition joke  capitalist like nothing governmentsanctioned monopoly essential public service didnt theyd spend le time lobbying british government 
9761,@user If you want more shooting just call G Soros!  He’s always happy to oblige with that! He pays antifa well ,0, user want shooting call g soros  he always happy oblige pay antifa well 
9762,@user I bet.  Why do think dirt bag pubs like the National Inquirer are still around.  Smut and lies sell   We can only hope someone writes a tell all bullshit story about Woodward or better yet even one about you.  Instead of Fear” it could be called “Pervs”. ,0, user bet  think dirt bag pub like national inquirer still around  smut lie sell   hope someone writes tell bullshit story woodward better yet even one  instead fear could called pervs 
9763,#treasonousgoverment california Tries New Tack on Gun Violence: Bullet Control ,1, treasonousgoverment california try new tack gun violence bullet control 
9764,"@user @user @user @user I'm actually having some sympathy for Chris' point here. It seems the line"""" has moved so far to the left that actual liberals have more in common with conservatives than what passes for the left these days. ('cause whatever the left is, it ain't liberal)"""" ",0, user user user user im actually sympathy chris point seems line moved far left actual liberal common conservative pass left day cause whatever left aint liberal 
9765,@user #Man'sNotBarryRoux you are goggle due you dig information ga o flake🙄🤔🤔🙄😁😁 ,0, user mansnotbarryroux goggle due dig information ga flake 
9766,@user Liberals will liberal! ,0, user liberal liberal 
9767,@user @user TRUMP TRUMP TRUMP MAGA! ,0, user user trump trump trump maga 
9768,@user @user This has already been rejected as you well know. This is another time wasting exercise @user ,0, user user already rejected well know another time wasting exercise user 
9769,@user Beto is a joke ,1, user beto joke 
9770,"@user Anne Coulter. Oh, and Jack Abramoff. You kids were stupid enough to be courted by Conservatives"""" when they showed up on U.S. campuses, back in '80.   So, there's two..."""" ",1, user anne coulter oh jack abramoff kid stupid enough courted conservative showed u campus back    there two 
9771,@user Why are they searching this mans home he is the one they shot?who cares if he had a little weed it is a red herring ,0, user searching man home one shotwho care little weed red herring 
